,subject,nll,bic,model,alpha,gamma,eta,beta
27,27,172.5657538736988,366.7959093562153,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.2459129932250626,1.0,6.540030287039774e-05,9.931073790882216
