,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
1,1,183.58460760610203,399.6658176254306,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.1280024551218779,0.5721917856846133,0.10674685527368138,0.0018766098646009087,27.03189171401003,4.84049064079685
