,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
32,32,176.0551131414586,384.60682869614374,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.2172145947921806,0.8938850441781612,0.5486325116787892,0.00014782995890444438,49.60337211378864,9.578596168246087
