,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
15,15,140.73432244662447,313.9652473064755,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.8194182398049401,0.6198691346861671,0.7149559126301142,6.398508603209843e-06,39.5588038671725,10.0
