,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
23,23,114.3634952811943,261.22359297561513,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.20814305835480423,0.21877713471509577,0.9137773958777677,5.400818501202564e-05,49.608047791781836,3.950415839391556
