,subject,nll,bic,model,w_p,lam,phi,wd,beta
12,12,161.7306115934337,350.5417251978895,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.7931241020311938,0.7496484823859516,0.00010569523136268552,19.187199363339083,9.624455715053907
