,subject,nll,bic,model,w_p,lam,phi,wd,beta
7,7,148.12533663090414,323.33117527283036,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.3412959248896382,0.020447996532315126,4.8108734804217196e-05,1.0735491997133155,9.99375711722699
