,subject,nll,bic,model,w_p,lam,phi,wd,beta
3,3,192.55101206123254,412.18252613348716,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.7201703208501302,0.5454863641316965,1.8410733769320337e-05,5.527023647992086,7.471705041176805
