,subject,nll,bic,model,w_p,lam,phi,wd,beta
20,20,124.32142851243887,275.7233590358998,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.8073839673558046,0.8664404726453516,7.596720044129031e-06,44.78223786795763,9.923161106230388
