,subject,nll,bic,model,w_p,eta,phi,wd,beta
9,9,169.8192720421374,366.7190460952969,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.8099929446762079,0.981000636080357,2.1202727907631246e-05,10.59254578584531,1.8267402232883
