,subject,nll,bic,model,w_p,eta,phi,wd,beta
12,12,176.66289274131185,380.4062874936458,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7912687244569793,0.9829175509910247,7.551557348912286e-05,21.33629117333365,1.6625832305704427
