,subject,nll,bic,model,w_p,eta,phi,wd,beta
20,20,241.21605214987198,509.51260631076605,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7040883475200578,0.27043178738926393,0.005512714071744017,39.16509185076203,4.88972724952372e-10
