,subject,nll,bic,model,w_p,eta,phi,wd,beta
1,1,171.23180720639337,369.5441164238088,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7297645409131545,0.941158431315011,1.4130398625744252e-06,2.959768171846126,0.9801031093591903
