,subject,nll,bic,model,w_p,eta,phi,wd,beta
32,32,801.3084795449959,1629.697461101014,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.3406407832830073,0.8584663369388384,0.24420009091504075,2.758931105531012,4.335984773833511
