,subject,nll,bic,model,w_p,eta,phi,wd,beta
4,4,218.64604254534203,464.37258710170613,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.6926695804796679,0.7824738790659427,6.534748550715379e-05,15.701521129532946,0.36823090893855165
