,subject,nll,bic,model,w_p,eta,phi,wd,beta
23,23,241.5544039034043,510.1893098178307,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.4865788012866874,0.6871889127049468,0.14471824482657208,17.259518135081315,4.680931841131613e-12
