,subject,nll,bic,model,w_p,eta,phi,wd,beta
3,3,240.54992838652794,508.18035878407795,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.8305785824533076,0.604071878995893,0.7591924326519651,12.76016732075471,4.3676234523516397e-07
