,subject,nll,bic,model,w_p,eta,phi,wd,beta
7,7,194.0278550860777,415.13621218317746,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.4841635099686244,0.8711257928934065,3.5878128171342445e-06,14.552053162134607,0.9827330461958093
