,subject,nll,bic,model,w_p,eta,phi,wd,beta
10,10,244.98229593805425,517.0450938871306,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7543449218887038,0.6775850661222277,0.0001955449663890796,11.169018223680798,0.0001332369005354379
