,subject,nll,bic,model,w_p,lam,phi,beta
36,36,179.28318845303988,380.23077851489745,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-free,0.864326510449095,0.1730868613232554,0.7981843050034971,3.3984767627556756
