,subject,nll,bic,model,w_p,lam,phi,beta
9,9,171.36345702147042,364.39131565175853,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-free,0.7988142797238325,0.1843861739107361,0.6382547178322595,10.0
