,subject,nll,bic,model,w_p,lam,phi,beta
24,24,163.26331195865853,348.19102552613475,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-free,0.8007694056848195,0.540870380234597,0.30288978207041534,9.985411288485532
