,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
19,19,126.83401423642981,286.1646308860861,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.5238454488093004,0.5322264696355351,0.5337653062981463,0.8694676128418359,0.0,1.2965333085982609
