,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
0,0,100.20966665099195,232.91593571521042,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.4408050956557103,0.5633045440442876,0.5121224572447549,0.5469496645721932,0.0,3.0560664700800637
