,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
27,27,116.0347805223507,264.5661634579279,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.23831966127004664,1.0,0.6858777913191099,0.8869380492258137,0.0,2.7487515093669495
