,subject,nll,bic,model,alpha,gamma,theta,beta
3,3,142.94040770180686,307.5452170124314,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.257405721024576,0.27,0.731121301842546,5.459580611177187
