,subject,nll,bic,model,alpha,gamma,theta,beta
0,0,195.6619357492761,412.9882731073699,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.7813991702765566,0.9570905634364469,0.1100342542270116,0.04218188341739237
