,subject,nll,bic,model,alpha,gamma,theta,beta
43,43,171.84663658367015,365.357674776158,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,1.0384984119555716,1.0,0.4178861284684575,0.0792016047725984
