,subject,nll,bic,model,alpha,gamma,theta,beta
2,2,112.96911370439452,247.60262901760672,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.15014366380101787,1.0,0.81881412969959,1.2976522788760647
