,subject,nll,bic,model,alpha,gamma,theta,beta
21,21,134.15376515411634,289.97193191705037,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.4577159191110339,0.4558283325466559,0.6600577382509035,0.3862991596390483
