,subject,nll,bic,model,alpha,gamma,theta,beta
9,9,105.04823291965107,231.76086744811982,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.23209781463848245,1.0,0.5933948128794597,1.1603437541664778
