,subject,nll,bic,model,alpha,gamma,theta,beta
30,30,120.50913996685873,262.68268154253514,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.3166401720916992,1.0,0.8832242900342193,0.7228708983220121
