,subject,nll,bic,model,alpha,gamma,theta,beta
38,38,155.43502105191152,332.5344437126407,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.72209759496214,0.7060102986223794,0.6293523659310206,0.21336887820778602
