,subject,nll,bic,model,alpha,gamma,theta,beta
35,35,178.90008679530115,379.46457519942,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.27198643330252087,1.0,0.724752530984511,0.4311622499689381
