,subject,nll,bic,model,alpha,gamma,theta,beta
10,10,166.64880472493138,354.96201105868045,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-none,0.05793641852719137,1.0,0.6362985145785499,1.3224574094094668
