,subject,nll,bic,model,w_p,theta,beta
2,2,136.52706592264133,289.3024330518959,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.8808889712476489,0.7739534436620991,1.8637731755130067
