,subject,nll,bic,model,w_p,theta,beta
21,21,156.67652722745493,329.6013556615231,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.5578905727296518,0.4557903065166566,0.6145274271189808
