,subject,nll,bic,model,w_p,theta,beta
7,7,160.28459689798842,336.8174950025901,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.49503505489234056,0.6887724955959468,1.3122564777241008
