,subject,nll,bic,model,w_p,theta,beta
4,4,205.8908976882321,428.0300965830774,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.6954740460147293,0.4527788381436153,0.5138411105433891
