,subject,nll,bic,model,w_p,theta,beta
36,36,136.07335542211436,288.39501205084196,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.8855572705195592,0.6528016927955824,2.272220908172664
