,subject,nll,bic,model,w_p,theta,beta
41,41,188.22645734400638,392.701215894626,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.6354881392040665,0.053178347059866266,0.8436146621164646
