,subject,nll,bic,model,w_p,theta,beta
42,42,212.01441959954724,440.2771404057077,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.5162971288309868,0.3196977544081347,0.4728894994668081
