,subject,nll,bic,model,w_p,theta,beta
14,14,206.51430237595824,429.2769059585297,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.5861432198612349,0.5269446877104199,0.627121664308203
