,subject,nll,bic,model,w_p,theta,beta
38,38,174.48337310012192,365.2150474068571,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.528952469253897,0.5973440899108814,1.4197927016192364
