,subject,nll,bic,model,w_p,theta,beta
27,27,147.64720098498265,311.5427031765785,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.8118308949006054,0.7160465713456385,2.9477083765908074
