,subject,nll,bic,model,w_p,theta,beta
0,0,205.91093007746485,428.07016136154294,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.5861805019331027,0.0,0.3610730077361701
