,subject,nll,bic,model,w_p,theta,beta
26,26,187.10628682615535,390.46087485892394,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-none,0.716410032668696,0.5140527969935009,0.6686060589111557
