,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
19,19,131.2164367202455,300.3455762559219,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.537660641506642,0.5451747396888682,0.7004097553940988,0.532153137929874,0.805885408028155,0.0,0.9464791650528038
