,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
20,20,38.63899460242144,115.19069202027381,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.255055874060021,1.0,0.6354720303964112,0.8424747324784834,0.0,0.08703779369262202,10.0
