,subject,nll,bic,model,w_p,eta,lam,phi,beta
15,15,207.1891881430786,441.4588782971793,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-free,0.7914159758023822,1.0,0.11683105089042864,0.2723080863989309,10.0
