,subject,nll,bic,model,w_p,eta,lam,phi,beta
11,11,171.68539645342844,370.45129491787895,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-free,0.7752681697817979,1.0,0.06737014530145989,0.5588530932499669,10.0
