,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
34,34,172.75478580880036,378.00617403082725,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.5799135907693902,0.7604385961474908,0.689837074931296,0.6489807382236896,0.0,0.13273568500778796
