,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
7,7,143.9728511889427,320.44230479111195,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.7529799999953889,0.6926212415685441,1.0,0.7140227197411224,0.0,0.1200828356373774
