,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
2,2,112.96911370439327,258.43482982201306,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.15014363834648653,1.0,1.0,0.8188139805916956,0.0,0.8651014081655485
