,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
0,0,195.14508988147324,422.786782176173,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.7932466931063893,0.9663778663578573,0.2491559118804358,0.10180358227930066,0.0,0.09259357799871704
