,subject,nll,bic,model,alpha,gamma,eta,phi,beta
9,9,171.30348286978847,369.687467750599,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.26504307301761315,1.0,0.8600368234971912,0.0,0.5052702542302675
