,subject,nll,bic,model,alpha,gamma,eta,phi,beta
35,35,198.3302414198302,423.7409848506825,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.27232664748239155,1.0,0.19652189588254482,0.0,0.5423388641541388
