,subject,nll,bic,model,alpha,gamma,eta,phi,beta
39,39,189.84894483575442,406.7783916825309,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,1.5244025911973085,1.0,0.24161696895568044,0.0,0.03522172438056962
