,subject,nll,bic,model,alpha,gamma,eta,phi,beta
26,26,193.93622241161887,414.9529468342598,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.2789252932710783,0.4528877802430888,0.36800526771922815,0.0,0.5652413797025563
