,subject,nll,bic,model,alpha,gamma,eta,phi,beta
18,18,136.53318813885215,300.1468782887264,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.410822602326315,0.6495455208832757,1.0,0.0,0.4781482500391449
