,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
11,11,93.36764662827147,224.6479960719739,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.794605320147385,1.0,0.6002928968124881,0.8532948549990664,7.554596799923194e-07,21.08453307965001,10.0
