,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
20,20,54.986930501951974,147.8865638193349,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.9956952781603557,0.9660466381984317,0.2365444177276622,0.3506287060565009,4.771714032796622e-05,18.397113137234925,9.883730695385387
