,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
24,24,87.33834351020724,212.58938983584542,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.8307773926518064,0.9774100454597591,0.65406541808199,0.8645814586886109,3.264434088924476e-05,35.62159996687233,9.888547078166864
