,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
38,38,121.34274743206589,280.5981976795627,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.5432740759561118,0.94940655001664,0.6456723413235671,0.8575288544854421,1.1662828095896307e-07,21.258486091389678,9.864088586681074
